brand,reviews.rating,reviews.text,reviews.title,reviews.username,wine_type,reviews.dateAdded
Carmex,5.0,I have never had to use this but my son has and he loves it!,Great Stuff,BarbaraF,red,2017-09-23
Carmex,5.0,I have been using this for years! I love how it works!!!,Love it,Mt259,red,2017-09-23
Carmex,5.0,I have used this for years and it's very soothing! Love it!,It works!,Subliminal878,red,2017-09-23
Carmex,5.0,My wife becomes more gourgeois when she wears your lip balm.,Great product,Fj680d,red,2017-09-23
Carmex,5.0,Product works extremely well and heals chapped lips quickly.,Super easy to Carry around,Keithk,red,2017-09-23
Carmex,5.0,I love carmax products always buy them over other chapsticks,Love soft lips,Camp,red,2017-09-23
Carmex,5.0,Best lip balm ever. Scotlands curlers buy Carmex all season.,Scottish curlers love Carmex!,Gillian,red,2017-09-23
Carmex,5.0,I buy carmex every month and I love having moisturized lips!,Best Product Ever!,aepadilla17,red,2017-09-23
Carmex,5.0,I love the original but I should explore other flavors,the original jar,stephct,red,2017-09-23
Carmex,5.0,I've tried all other lip soothers but this is best,Love the feeling,Nathreport,red,2017-09-23
Carmex,5.0,The best! Fits perfectly in my pocket! I love it!!,The best!,Candi1996,red,2017-09-23
Carmex,5.0,I've been using this for years because it just works!,The original!,paco,red,2017-09-23
Carmex,5.0,Love! Love! Carmex products been a huge fan for years.,Great products,godchild81,red,2017-09-23
Carmex,4.0,i tried this for my dry lips lasr winter and it is great.,good for chapped lips,caya,red,2017-09-23
Carmex,5.0,I love the carmex jar! I always use it! My kids do too,Makes lip so soft!,Bubbles76,red,2017-09-23
Carmex,5.0,just bought a new little jar great and special to use it.,neet,vergie,red,2017-09-23
Carmex,5.0,Been using this for years! Hasn't changed still great!,LOVE IT! ! !,Sweetsouthernpeach,red,2017-09-23
Carmex,5.0,"Like the taste, smells good, product works. Priced right.",Mrs,Big daddy,red,2017-09-23
Carmex,5.0,Weather changes so quickly in Washington! Use Carmex,Been using for years,kayleigh,red,2017-09-23
Carmex,5.0,This is my favorite lip balm. It is so moisturizing.,Very Moisturizing,katrucha,red,2017-09-23
Carmex,5.0,Great for dry lips and I even use it for my cuticles.,great product,Tinamorrison1,red,2017-09-23
Carmex,5.0,"I can carry this in my pocket all the time, works great",works great,Walela,red,2017-09-23
Carmex,5.0,I usually buy this one I think it's the best one there is,best one,Jenlette,red,2017-09-23
Carmex,5.0,Carmex works every time I have chap lips! It is my go to.,Love me some carmex,Taz99,red,2017-09-23
Carmex,5.0,Great during winter and cold weather. Easy to apply.,Great for relief in cold weather,idavidi,red,2017-09-23
Carmex,5.0,I love it in the can becaue you can put it on so easily.,Great and easy to put on,jemclean,red,2017-09-23
Carmex,5.0,Love Carmex. It works like a champ for relieving all problems.,carmex good,dosxx,red,2017-09-23
Carmex,5.0,"from chapped lips to cold sores, this stuff really works",really works,jvl10111978,red,2017-09-23
Carmex,5.0,"been using for years, so helpful. not too bulky or noticeable",soothing,jessieccc,red,2017-09-23
Carmex,5.0,KEEP IT IN MY DESK FOR WHEN MY LIPS NEED SOOTHING!,HANDY TO HAVE AROUND!,harleyrider53138,red,2017-09-23
Carmex,5.0,Use it daily. I've been using it since 1987 and love it.,My help for my lips.,Robo64,red,2017-09-23
Carmex,5.0,My lips wouldn't be able to survive a winter without this!,GREAT PRODUCT,bjkiebel,red,2017-09-23
Carmex,5.0,This product is amazing. My lips have never looked this good!,Good Stuff,jilld731,red,2017-09-23
Carmex,5.0,this works for me its so dry in reno. carmax goes on so smove,feels great on lips,renogirl,red,2017-09-23
Carmex,5.0,Great when you are sitting by the pool in the sun anywhere,Sitting by the pool bar in Vegas,frankiefav,red,2017-09-23
Carmex,5.0,"Have used in the past, so far product is best overall.",Best Overall,do not have one,red,2017-09-23
Carmex,5.0,Always my choice. The competition isn't up to task.,The Classic is Always the BEST!,SlipperyPete,red,2017-09-23
Carmex,5.0,"the best product on the market, you cant go wrong using it !",awesome,BENICECOOL,red,2017-09-23
Carmex,4.0,"Been using this product for years, and it really works well..",easy to use and hold on to,sunset808,red,2017-09-23
Carmex,5.0,It works amazingly fast to help heal and moisturize lips!,Lip Healer,JB36,red,2017-09-23
Carmex,5.0,This is always good stuff for chapped lips - very refreshing.,Good stuff,prairiegal94,red,2017-09-23
Carmex,5.0,It really works. And it feels soothing too. Just what I want.,Excellent product,Tiger,red,2017-09-23
Carmex,5.0,works fast on sun damaged lips.easy to pack away for travel.,quick healer,sunlover,red,2017-09-23
Carmex,5.0,All I use in the winter love this stuff. Treat your lips.,Treat your lips.,Becky565,red,2017-09-23
Carmex,5.0,I only buy this ChapStick. It feels good and keeps my lips moisturized.,Awesome,Tessie,red,2017-09-23
Carmex,5.0,I love Carmex. It's good for when my lips just need that extra smooch!!,wicked good stuff!!!,thilker14,red,2017-09-23
Carmex,5.0,"first used the original at 10,200 feet, gunnison, colorado in 1984!",original is were it is at,asm01,red,2017-09-23
Carmex,4.0,Very handy to keep in bag when you need lip balm for dry lips. Thanks.,Handy Dandy,loompa,red,2017-09-23
Carmex,5.0,The jar makes it easy to take Carmex anywhere! Highly recommended!,Handy Jar!,Kls810,red,2017-09-23
Carmex,5.0,A great mess free way to smooth out those chapped lips.,Smooth moves!,Kayr1,red,2017-09-23
Carmex,5.0,"I bought this a week ago, I love it! I has helped my lips so much.",Carmex,Diana Rae 1963,red,2017-09-23
Carmex,5.0,It made my lips so soft when they were crusty thank God for Carmex!,Soft,UN12,red,2017-09-23
Carmex,5.0,"I have used this brand over 25 years. Maxmum performance, mnimum price",Long Trusted Friend,kimbo,red,2017-09-23
Carmex,5.0,i love this. the cost is great and this makes lips feels moist,great product,mtditty,red,2017-09-23
Carmex,5.0,tried numerous others including prescriptions written by physician,worked great,Laura S,red,2017-09-23
Carmex,5.0,I have bought this for several years love it makes my lips so soft,Love Carmex,bella,red,2017-09-23
Carmex,5.0,"use this all the time, keeps my lips moist no matter what the weather",great product,mellsworth,red,2017-09-23
Carmex,3.0,"I like using carmex, but then I felt I was getting addicted to it",cool tin,spotss,red,2017-09-23
Carmex,5.0,This is the perfect size for my purse. It makes my lips feel so soft!,Best lip product,Kendra,red,2017-09-23
Carmex,5.0,Love this stuff use it all the time its beyond the best trusted brand,Works its just that,lwshm64,red,2017-09-23
Carmex,5.0,love this stuff it works great - I would recommend this to anyone,The best,Kellcole,red,2017-09-23
Carmex,5.0,I first brought it a couple years back and I fell in love.,Sweet Memories,donp,red,2017-09-23
Carmex,5.0,have used daily for my very chapped lips makes them feel so smooth not greasy,excellent product for dry chapped lips,grandmaroy127,red,2017-09-23
Carmex,5.0,"always lasts a while for me, great product, soothes dry lips. love it",great product,TRISHAMC95,red,2017-09-23
Carmex,5.0,I buy this whenever I run out because I always need it in the house.,Always liked the original jar,Ginny,red,2017-09-23
Carmex,5.0,My absolute favorite go to anytime of year! Great for chapped lips especially,perfect tin,sw29,red,2017-09-23
Carmex,5.0,I am a baby boomer and my lips have always known the great comfort of Carmex.,Totally in love with,Smitten,red,2017-09-23
Carmex,5.0,Carmex always soothes and moisturizes my lips to give off that kissable look!,LIP MAGIC,Yoli,red,2017-09-23
Carmex,5.0,Every winter this is my go to. Keeps my lips soft and healthy all season long,Winter relief,Kimmsue,red,2017-09-23
Carmex,5.0,My daughter and use this product everyday and we just absolutely love it....,Great product,Carrie1973,red,2017-09-23
Carmex,5.0,Been using this all of my life and I love it!! Can bring it anywhere with me.,Very compact!,Nik420,red,2017-09-23
Carmex,5.0,Love the protection Carmex provides! The only brand I will choose!!!,Nothing better than the original!,cuppiecake84,red,2017-09-23
Carmex,5.0,I am in love with carmex. Nothing works faster healing my chapped lips!,Works great!!,tdircks,red,2017-09-23
Carmex,5.0,I have used this product for years and years. I love it in the original jar.,I've used it for years!,Frog,red,2017-09-23
Carmex,5.0,Love it! Best product for lip care ever. Buy and carry in my purse all the time.,My winter favorite!,Susieq26,red,2017-09-23
Carmex,5.0,"Love, love, love this jar. Always have several on hand. Lips love it.",Love in a jar,Tyhub,red,2017-09-23
Carmex,5.0,I love using Carmex! Dry lips from Winter heat Nope!!!! Sun burned lips Never!,Smooth Lips!,sowens,red,2017-09-23
Carmex,5.0,I love using Carmen for everyday for a soft lip.This helps my lips from chapping,great for everyday use,redd23,red,2017-09-23
Carmex,5.0,Easy to use. Works great. Fits easily into pockets of jacket to carry with you.,Awesome,MrVA,red,2017-09-23
